9bc8ff9e-2f36-5094-ac12-b1bf81b53c15	396932ab-c4b3-4526-9201-9222f5f062a5	53891f08-a221-4ca8-a502-cf990bdb6020	Quant.seq.sample2	Quant.seq.sample1	RNA.seq.sample2	RNA.seq.sample1
GRADE_COLON_AND_RECTAL_CANCER_DN	0.0985694701080228	0.0514567440372192	0.0167133322066803	0.0688961784416849	0.0690772866473718	0.039842446110808	0.0340982378858148
GRADE_COLON_AND_RECTAL_CANCER_UP	0.245236391820955	0.301692898695751	0.230579197271597	0.271167404517437	0.273822674230845	0.268333948854692	0.268549682767932
GRADE_COLON_VS_RECTAL_CANCER_DN	0.1910884452839	0.126624662710279	0.104551017410484	0.168249811978956	0.163326861325681	0.202591363704773	0.196297712168235
GRADE_COLON_VS_RECTAL_CANCER_UP	0.174296078827682	0.226363742629639	0.153348584978222	0.200053560919409	0.200268921799523	0.18977102908819	0.195917908574165
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	0.154464789803414	0.112040527233463	0.0741129747008786	0.0919610875769891	0.0987888279767763	0.113437071337502	0.105900255534686
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	0.152657296404872	0.209478777891823	0.117248242816408	0.109082819445436	0.113074273500533	0.1616120022411	0.164477527206641
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	0.142061786277164	0.108033521056171	0.111465104139431	0.0853341707998246	0.0912284481133505	0.145902981700638	0.135936466026826
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	0.13931170524406	0.227400589650685	0.0847394314119473	0.0310239854583195	0.0331644505448871	0.139004106166943	0.140396720097413
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	-0.18583392441185	-0.0288646497933434	-0.0345134388358493	-0.152031119569797	-0.146306229948756	-0.144329609231263	-0.136154799677717
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	-0.0355190087020627	0.211735992936571	-0.232120575457971	-0.106931261198885	-0.0674035102976344	0.0608237989190158	0.0881639689859182
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	0.0985744234675384	0.209926685712105	0.218918157964215	-0.0321974748201288	-0.0309709122104327	0.0189507293640491	0.0293861041769262
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	0.114899618927224	0.179018486824075	0.076114068571408	0.280271378569674	0.282977581166115	0.222999299641193	0.233480211236638
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	-0.145660264412885	0.173915502461291	-0.0138460357582351	0.195200926426574	0.199833349636369	0.0480161449123072	0.0832468159451395
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	0.0866053290113441	0.137628106872319	0.122486972609019	0.0888127358554577	0.0723801561294419	0.0431677132282603	0.0575106200742916
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	-0.0836351432938413	0.126798116281524	-0.0252249289924865	-0.203992212319021	-0.184093417113834	-0.149646458370163	-0.134479178535071
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.121632423882499	0.205139798057414	0.131807852817896	0.0960137822677383	0.102133842869538	0.0942659853023093	0.105964962412977
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	0.120723603391667	0.207507978436696	0.242793273448239	-0.080790828615483	-0.072313452652192	-0.0342436305970014	-0.035775050577727
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	0.146088295833911	0.167503656215889	0.0194045015128943	0.198350168838172	0.203009569710812	0.152695239307848	0.155777393608786
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	0.101516592721338	0.199899394762433	0.0818718008274672	0.329492935656861	0.331603332881562	0.259518130811539	0.269864224836232
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.097580425734911	0.139381711969688	0.151669085324922	0.0179590366344345	0.00880563689344211	0.0878843209477229	0.0924256621209766
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3	0.146627246453115	0.355366314297475	0.282065749977945	0.0896596160373981	0.0880351063651872	0.283917014708602	0.284859546359866
GRANDVAUX_IRF3_TARGETS_DN	0.126762784755414	0.163492531745956	0.0738055104058431	0.00599235203519419	0.0190084876019194	0.0712677765690458	0.103984979642328
GRANDVAUX_IRF3_TARGETS_UP	0.100408037194751	0.334984782763575	0.151784339980915	0.0932693220443676	0.119591633907752	0.290416794256567	0.312585326886049
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	0.289760381373054	0.338908428929441	0.26739845464869	0.0752539671515692	0.0744473281112675	0.113661073475319	0.104972337815727
GRATIAS_RETINOBLASTOMA_16Q24	0.340378700467729	0.190047423006355	0.300974240537525	0.271544966875189	0.272046429566848	0.310731127203946	0.289646684245925
GREENBAUM_E2A_TARGETS_DN	0.229121050231386	0.216248423775272	0.255120036380991	0.0613782330027105	0.0720114053116305	0.0499157234180365	0.044485203299815
GREENBAUM_E2A_TARGETS_UP	0.117707787245626	0.235628144527605	0.0379497138575418	0.276891833326772	0.282654104733493	0.2651335693889	0.28413493861285
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	0.141945163053224	0.199944430032445	0.178775635320818	0.0717641798110153	0.0884906776818207	0.0834332853041282	0.0904990878060114
GRESHOCK_CANCER_COPY_NUMBER_UP	0.13474985000163	0.177428385977306	0.203646196642551	0.109486842669064	0.108048520757394	0.134533131076493	0.142409726466125
GROSS_ELK3_TARGETS_DN	0.200133867742919	0.216739874180814	0.069784224639969	0.0910315707731529	0.0922711094013768	0.183132313004158	0.190702764443753
GROSS_ELK3_TARGETS_UP	0.259382983747001	0.253501463042084	0.0563077906907926	0.17746182560884	0.178062916581552	0.194082972321093	0.188728838407588
GROSS_HIF1A_TARGETS_DN	0.269081042370162	0.264189787026868	0.205583273686541	0.276513917837339	0.27636597022121	0.334522412626417	0.348984833584539
GROSS_HIF1A_TARGETS_UP	0.279989850543892	0.230383520796406	-0.187909679634148	-0.0625756623527585	-0.0777506987044736	0.138693059837274	0.133773113624653
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	0.25688506289395	0.266970553897859	0.179578024846528	0.2016973790939	0.202708085835034	0.239475380181988	0.236948259768645
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	0.226335565978563	0.242805700478518	0.174236834640472	0.15359277588743	0.156615126993551	0.217910611135508	0.220900516982034
GROSS_HYPOXIA_VIA_ELK3_DN	0.203737785245594	0.257564003861918	0.186052308428793	0.144830245133674	0.144335712123303	0.202422665909734	0.208510177513556
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	0.242146506086173	0.225137627985708	0.193595362000253	0.170168634475894	0.167989758798113	0.234425922299846	0.224110888097806
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	0.194762733710075	0.155750137988916	0.0686699334166043	0.116963921216467	0.123765723939549	0.164884319456984	0.171068387610176
GROSS_HYPOXIA_VIA_ELK3_UP	0.240143669548337	0.232461068887636	0.142972521841402	0.219571792430944	0.222171428691818	0.252573534914562	0.25068637432179
GROSS_HYPOXIA_VIA_HIF1A_DN	0.224225728432636	0.232129675310391	0.19046246964577	0.184392794198375	0.189794740947862	0.238529722455861	0.240639509467509
GROSS_HYPOXIA_VIA_HIF1A_ONLY	0.243657670143642	0.21016242571569	0.230633981820974	0.128405296956558	0.13412400298637	0.177487344515748	0.181440541934096
GROSS_HYPOXIA_VIA_HIF1A_UP	0.219760699269317	0.262323466998225	0.202972545920324	0.305223485212494	0.30271274604899	0.29666718236628	0.29706813300743
GRUETZMANN_PANCREATIC_CANCER_DN	0.216749087380502	0.197179646654802	0.136406804605232	0.133271394979557	0.13706191337083	0.118226315223349	0.119851000184442
GRUETZMANN_PANCREATIC_CANCER_UP	0.297478108210672	0.349980896774768	0.220272762975926	0.175377553554131	0.186780354909912	0.268246101969517	0.269327678974828
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	0.140965863817652	0.181373930303139	0.13343721862487	0.0899562879129195	0.0901963590037529	0.121181914990357	0.123456774110912
GRYDER_PAX3FOXO1_TOP_ENHANCERS	0.184517159785698	0.215606713363601	0.196437497188993	0.121852615862088	0.121589782868384	0.149237532399572	0.149919213359011
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	0.28812459250796	0.303282131503081	0.122418610003207	0.168103367140854	0.164816627974875	0.331501114783075	0.334458457535061
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP	0.192561516810082	0.0734454232961055	-0.208045458478702	0.136129048874647	0.136425377088557	-0.162877718340506	-0.159504831611433
GUILLAUMOND_KLF10_TARGETS_DN	0.225922066149446	0.266913933106226	0.26831451956514	0.19058733963215	0.190385028187069	0.206782698269694	0.209454260843851
GUILLAUMOND_KLF10_TARGETS_UP	0.164784893297308	0.176334838767028	0.0644016710374032	0.111270560315366	0.106550929972597	0.161205901360886	0.156591139334496
GUO_HEX_TARGETS_DN	0.196074404683429	0.217180932789199	0.17556201044989	0.165658416898202	0.175752538136459	0.156824104852028	0.154522880083391
GUO_HEX_TARGETS_UP	0.156619197969482	0.146291241620522	0.142139944184621	0.148097728270486	0.140195717887613	0.159739994900915	0.173163476510195
GUO_TARGETS_OF_IRS1_AND_IRS2	0.216338640496935	0.246670461536623	0.208097270136206	0.13192411027547	0.140216062365761	0.227253913221751	0.23021706027819
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	0.0824575472777915	0.130576981963652	0.109095565739614	0.000714366853583719	-0.00286884084530602	-0.0067158234603186	-0.00134691736074651
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	0.0302442561505119	0.0413317925821697	0.347023861836055	-0.0501425455766149	-0.0568395763254514	-0.0520474964950206	-0.0564300526419859
GUTIERREZ_MULTIPLE_MYELOMA_UP	0.373335924094896	0.431787041523922	0.375966633607725	0.384130871596248	0.384203610717395	0.397211423613247	0.405772767354905
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN	0.261880614541597	0.271475845320303	0.260380864461485	-0.117003913513804	-0.0994621389513735	0.104757340526623	0.0954541697444384
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_UP	0.179957024630822	0.00381174005482066	0.2111848658354	-0.234409671553622	-0.251011213253073	-0.0546210996063475	-0.060981772317539
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	0.182159725953196	0.440818474859261	0.443811945161525	-0.235467256049453	-0.226705793937669	-0.261318250422414	-0.256815319233177
GU_PDEF_TARGETS_DN	0.0664092875932005	0.207419390055731	-0.0786432007144491	0.068581118542903	0.0701912830904932	0.0434758839179091	0.0432751108603203
GU_PDEF_TARGETS_UP	0.242991075995286	0.278456051474733	0.0614645750291307	0.075889479138272	0.0726085952954493	0.219015573960368	0.222150661492909
GYORFFY_DOXORUBICIN_RESISTANCE	0.0783501993691989	0.0572514067254805	-0.0652523653261917	-0.069717119285514	-0.0507509064883611	0.0150871530308768	0.017286086062978
GYORFFY_MITOXANTRONE_RESISTANCE	0.00311181192662333	0.202385731165614	-0.0278625715758068	-0.070526380136693	-0.0774274607175739	-0.0538950302912811	-0.0508879887153464
HADDAD_B_LYMPHOCYTE_PROGENITOR	0.104213511915054	0.142557577433433	0.324863804761495	0.0477516584204291	0.0455647558689775	0.0840820795881	0.0900761994769365
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	0.131267568727805	0.176824874863102	0.108891582917389	0.0302949661732221	0.0330880636949883	-0.00887566715266156	0.00137870579899219
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	0.136235272962533	0.119984321064622	0.0589078724307495	0.0409774595214392	0.0323586873004409	0.0976617184224353	0.110372217475572
HAEGERSTRAND_RESPONSE_TO_IMATINIB	0.2889339703786	0.206460504636575	-0.122644252099769	-0.011180380036508	-0.00945554334535984	0.110110056729894	0.129947906159313
HAHTOLA_CTCL_CUTANEOUS	0.249645996258208	0.276673033441534	0.256374730590531	0.277886963343833	0.286545783222873	0.281833759791825	0.287485191110865
HAHTOLA_CTCL_PATHOGENESIS	-0.147508052558706	0.133516309607285	0.140328719253077	-0.0193238078840043	0.00524617183052854	-0.0497627543079476	-0.0647036250862481
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	0.191984152038502	0.267685580273497	0.322478875754355	0.252769318708635	0.254131064627247	0.226825315594655	0.244760396508606
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	0.220237128488456	0.203601683549606	0.195337444588295	0.135533895528914	0.13896351987712	0.171998179615589	0.171844565007444
HAHTOLA_MYCOSIS_FUNGOIDES_DN	0.28645357920469	0.342333700780423	0.405395796311548	0.259893531448619	0.26258077451495	0.265446793545904	0.258397957910533
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	0.227418742332736	0.321832331570099	0.238377231328474	0.263944323346905	0.260842202643823	0.266476809006496	0.279064424059894
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	0.248169578351842	0.279714399880008	0.250219573486086	0.20712843176595	0.206687240547197	0.224446898877679	0.233452580680465
HAHTOLA_MYCOSIS_FUNGOIDES_UP	0.244584484446102	0.286982643697374	0.231590933804226	0.107764473526241	0.13395558353994	0.179647474516518	0.174236697298649
HAHTOLA_SEZARY_SYNDROM_DN	0.0846115678365137	0.0277948804792962	0.13158484742211	-0.144671713083314	-0.145472903538316	-0.0574530191341495	-0.0733971539841496
HAHTOLA_SEZARY_SYNDROM_UP	0.127504787831314	0.185900528106263	0.197195828009891	0.197607638510571	0.19994057322312	0.155827062451257	0.165661703897359
HALMOS_CEBPA_TARGETS_DN	0.162482299337	0.152675276473911	0.0569268768485539	0.0943400106923667	0.106932791396323	0.144068202482479	0.13865992554781
HALMOS_CEBPA_TARGETS_UP	0.144169233077054	0.196575388266002	0.0753543574920392	0.0235811071834716	0.0341280329431426	0.10593813251779	0.115631128807807
HAMAI_APOPTOSIS_VIA_TRAIL_DN	0.221796014233009	0.146821210557467	0.0398380046019527	0.134921540614564	0.141989663737079	0.172669979002293	0.162356297421488
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	0.161918717309834	0.107135431934673	-0.0883339299431005	0.0916219714516458	0.0880078407477757	0.0643318298511666	0.0615923396999478
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	0.309790450564344	0.113792049301387	-0.0592358201816007	0.0938239654543938	0.0837329149516341	0.0458421270369199	0.039658431565808
HANSON_HRAS_SIGNALING_VIA_NFKB	0.114808001660158	0.130311257192863	0.0337271453910706	-0.0486499317344307	-0.0445342939526748	0.0525658197464263	0.0430663798427976
HAN_JNK_SINGALING_DN	0.200997065866738	0.267212847447844	-0.0483039128475413	-0.0468396656913262	-0.023802851140796	0.0826230319722178	0.0989178621191846
HAN_JNK_SINGALING_UP	0.235393306887701	0.247402301482422	0.129413505746229	0.0901115378839248	0.0866196561141641	0.133322345498107	0.138147734517011
HAN_SATB1_TARGETS_DN	0.139112135083926	0.165278723478457	0.0710555208283827	0.0598782252554203	0.0602821647935338	0.114450871427167	0.112452911411991
HAN_SATB1_TARGETS_UP	0.122275099943615	0.170525194239819	0.0824204954445973	0.113078986133422	0.116724968428592	0.14052898856035	0.14072885750272
HARRIS_BRAIN_CANCER_PROGENITORS	0.185739300362848	0.114600136016578	-0.0950215861081493	0.00497428885503735	0.0154276468990553	0.0876172096322312	0.0911246726145922
HARRIS_HYPOXIA	0.271366750242449	0.281985180469852	0.157582172993875	0.174170209181161	0.175836687591857	0.254131164359418	0.254615374920364
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	0.102093139370329	0.273142943925571	-0.171019997944566	-0.131634585346869	-0.155600639176148	-0.061845025180943	-0.0413864678325079
HASINA_NOL7_TARGETS_DN	0.146264074567513	0.24349597616422	-0.000735136745985175	0.0179512094465322	0.0196808042744434	0.0678928026805086	0.0870566710633278
HASINA_NOL7_TARGETS_UP	0.290391064012799	0.267795316376306	0.0826703520759145	0.225320176456314	0.242369781668243	0.26667097179415	0.278144206872068
HASLINGER_B_CLL_WITH_11Q23_DELETION	0.106479720416525	0.164663080150888	0.238485395547666	0.046847076970103	0.0420254970846613	0.184568956409332	0.206644675965716
HASLINGER_B_CLL_WITH_13Q14_DELETION	0.291723205318271	0.213286663303944	0.24758906171642	0.0230368357548733	0.0450826677955055	0.217239146025629	0.214356273918377
HASLINGER_B_CLL_WITH_17P13_DELETION	0.22613870939436	0.170513913772646	0.147526742582993	0.132602107475103	0.120090629941667	0.192839444700733	0.182990889124896
HASLINGER_B_CLL_WITH_6Q21_DELETION	0.175736594090792	0.292590882785361	0.321515296939441	0.129417008003973	0.13391677724812	0.16686927789875	0.177272351457186
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	0.267946591490346	0.257450345220184	0.38245694936048	0.236233269029842	0.228711594276066	0.274419331389001	0.26818410209962
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	0.0153861421357722	0.0824635442136364	0.191402839255496	-0.0318504339939355	-0.0375077381231134	0.00232850814487422	0.00549193602719929
HATADA_METHYLATED_IN_LUNG_CANCER_DN	-0.193106021755944	-0.0823281209770221	-0.213175281936173	-0.267201671708009	-0.221977319836339	-0.202211036465727	-0.229218643844825
HATADA_METHYLATED_IN_LUNG_CANCER_UP	0.075527671573835	0.00941271004419056	-0.0214562036018415	-0.0448570065502873	-0.0455841731064785	0.0106324583625097	0.00600499096946629
HECKER_IFNB1_TARGETS	0.0635607545657454	0.277754879457024	0.00389684400159462	-0.00453610120083954	0.00781026150325163	0.159958838080087	0.17236377052993
HEDENFALK_BREAST_CANCER_BRACX_DN	0.133580117637659	0.183631125321456	0.261496875118162	0.139384778196987	0.133385749047967	0.1409572733425	0.152787556973519
HEDENFALK_BREAST_CANCER_BRACX_UP	0.302307366173152	0.321360769942319	0.29655461078481	0.267622225489625	0.274135738214654	0.309714296417776	0.318350059396541
HEDVAT_ELF4_TARGETS_UP	0.0946198447265577	0.0672470989723015	0.0854905169703835	0.0830090829137986	0.0777146120754505	-0.0414615502213103	-0.0271146607676025
HEIDENBLAD_AMPLICON_12P11_12_DN	0.111467643139055	0.127826637705878	0.19236491196951	0.102502616753691	0.0997108996221241	0.129102710811406	0.118941423324548
HEIDENBLAD_AMPLICON_12P11_12_UP	0.036633137054919	0.0882453491554415	0.078121556920069	0.129119212411976	0.140771010771309	0.104940795275328	0.115766360992169
HEIDENBLAD_AMPLICON_8Q24_DN	0.205461183799924	0.215430240635893	0.209562022220431	0.161325392274736	0.173846760292956	0.170653149199487	0.16606114408509
HEIDENBLAD_AMPLICON_8Q24_UP	0.0957734668813669	0.0715975613500644	0.114649637615148	0.127433829144537	0.134166807894195	0.131165851627732	0.12305016269677
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	0.0555912431340314	0.213931871768683	0.182062609171953	0.167164760650827	0.171483529561052	0.0897749396903777	0.0906345000338265
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	0.180879715972409	0.198441653423786	0.179793106780934	0.115598227252694	0.109707176947547	0.113854550321691	0.124549604438358
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	0.204256726222513	0.251847831918183	0.262406196788527	0.163871406160996	0.173833623612133	0.220073668155016	0.236921339781972
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	0.318746546303931	0.3000993334837	0.0262740878768362	0.107373623032973	0.105856618551675	0.208879629884073	0.212734322744599
HELLER_HDAC_TARGETS_DN	0.160093559782137	0.21604121078542	0.188257140881073	0.0941282291338949	0.102030356318783	0.109706433017264	0.108176545943494
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	0.138674423708838	0.201659776226534	0.189957178286858	0.0793838612878883	0.0792041202683836	0.123378585865711	0.124758578637024
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	0.191018069604613	0.154269888975613	0.0527165904527842	0.0725045570087387	0.073951949865696	0.103229055849195	0.10056865996687
HELLER_HDAC_TARGETS_UP	0.245563662402985	0.19024828986611	0.113995529899966	0.118453931853812	0.121794599453603	0.168910808309634	0.163549252536296
HELLER_SILENCED_BY_METHYLATION_DN	0.162562146475909	0.15300032841202	0.0775186334246065	0.147641386202276	0.148421763286976	0.120491736391821	0.132040906596011
HELLER_SILENCED_BY_METHYLATION_UP	0.182421975683297	0.273482875195763	0.120354233475605	0.00933421999523559	0.0282343120198642	0.0695073033002204	0.0726469917948721
HENDRICKS_SMARCA4_TARGETS_DN	0.272410477402172	0.296591539534294	0.231286534517868	-0.0195934982263794	0.0246716917850166	0.0535759826412434	0.0507037740478898
HENDRICKS_SMARCA4_TARGETS_UP	0.304104028026447	0.307124224239285	0.109517323272717	0.229938458986572	0.239199052337288	0.303603042808741	0.299191021089762
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN	0.180973351736433	0.246232433642824	0.0422350646547619	-0.00162706030147232	-0.0026139336253407	0.12122115583593	0.124092989068272
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	0.124922228229266	0.13434325960497	0.0903344625715572	-0.0312132156084252	-0.0319329395656602	0.00883802632902952	0.00669936214347352
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_DN	0.139526051420315	0.132376847356612	0.250418971190717	0.13420496710248	0.136464916180349	0.275403004730247	0.302014276460566
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	0.0833662540964386	0.150700417386896	0.0745866567685279	-0.138698711404305	-0.122756966790826	-0.0657563937453465	-0.0744979812437808
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	0.308365228883561	0.304354518737	0.199832034803589	0.0923508611545035	0.12045202503197	0.294866135570375	0.304727608781139
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	0.190828471918886	0.177798566733683	0.00711299301612192	0.0109272138303874	0.0337520760740134	0.00380958301207443	-0.000598445926037825
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	0.183326574941583	0.204734864346441	0.0443575917907534	-0.0870856989542155	-0.063243497359432	0.0333910314094646	0.039514067289067
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	0.24298595694623	0.237747479263125	0.161641946875511	0.217482441502617	0.223957262843925	0.284835746534582	0.285638265390218
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	0.338864119139684	0.105927976067111	0.141597773522116	0.282947811827852	0.277805445218769	0.296229245527898	0.303124656783707
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	0.152594003380921	0.226930596778857	0.10513079743426	-0.000507870849182185	0.0150990731958955	0.0252340550646744	0.0234390413225981
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	0.197892411310951	0.219542394169992	0.185803666601014	0.256064213487638	0.255269047004499	0.229122222592111	0.225246598049803
HE_PTEN_TARGETS_DN	0.24132887530728	0.350714368282137	0.116493763764131	0.0378000832260023	0.0367145826260585	0.146792714118351	0.146305638131773
HE_PTEN_TARGETS_UP	0.185539687138991	0.265534469061935	0.246730949656682	0.209368441855884	0.218246432587929	0.21594208588258	0.233017822096703
HILLION_HMGA1B_TARGETS	0.319459774368955	0.302315548979234	0.217706565733946	0.298435596108419	0.306756183214622	0.308731048659765	0.307799690788186
HILLION_HMGA1_TARGETS	0.273622324435367	0.23999669377999	0.213707285080559	0.261923565230357	0.277621971100939	0.250092530287927	0.25356709254933
HINATA_NFKB_TARGETS_FIBROBLAST_UP	0.213580169343147	0.247669496792609	0.173912152443112	0.0830571947616415	0.0849967250720396	0.204775412237332	0.20466764284061
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	0.0862082920931401	0.0740558732344394	-0.0220480247013731	0.0295816733515309	0.033878248795365	-0.0203104677761197	-0.0371200558728127
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	0.193745444309783	0.352688986333336	0.10796095068256	0.0723986716973316	0.0719541305919289	0.196653530688119	0.195214080288699
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	0.241149780107254	0.268321757007552	0.136083189747494	0.233102437687298	0.236516662316608	0.259767478059799	0.267938137819573
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	0.175881568119016	0.225735124908966	0.164950615490673	0.116570145120945	0.121789949034293	0.19296980097342	0.196118489948692
HOEBEKE_LYMPHOID_STEM_CELL_DN	0.245377955906289	0.257412112041224	0.148498492476026	0.201993530664449	0.206272818748745	0.203784346401557	0.202697899165135
HOEBEKE_LYMPHOID_STEM_CELL_UP	0.157546143840635	0.150833560869258	0.323401488972416	0.0220928175349246	0.0175011458784402	0.097654350736736	0.102817327838367
HOEGERKORP_CD44_TARGETS_DIRECT_DN	0.0645998280473124	0.209215877260496	0.0986677705318237	0.00199745629475382	-0.0163478735353046	-0.00281191510691942	-0.00215513148674265
HOEGERKORP_CD44_TARGETS_DIRECT_UP	0.0105894406342499	-0.0109945916404325	-0.140941938991043	-0.118513610830633	-0.115170674202702	-0.0224977991606998	-0.0324199278551365
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	0.0144208289279965	0.0749008257060846	0.135720827642066	0.00127154132263803	0.0147945793067763	0.012188909050667	0.0183766634924766
HOEGERKORP_CD44_TARGETS_TEMPORAL_UP	0.15256953250978	0.205513462896851	0.183516174340715	0.145851635287437	0.131604606421027	0.221689264236673	0.241275342362295
HOELZEL_NF1_TARGETS_DN	0.127595015281859	0.0361748698950852	-0.0576039846709695	-0.0534228121717903	-0.0486754785021429	-0.0121385210059445	-0.0171119475189161
HOELZEL_NF1_TARGETS_UP	0.0188906480344663	0.0367040305903769	-0.0905319764318402	-0.0265341190788935	-0.0186457373138474	-0.0091238026695217	0.0034478603220593
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	0.169245377194878	0.207804554922059	0.0902862412451845	0.112999356976251	0.116028462524843	0.086596239986371	0.093516576663702
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP	0.141059708987605	0.129930640582489	0.107449635447618	0.0304654172285245	0.0361649855406057	0.0704105272528092	0.065415168793543
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_DN	0.121175490662374	0.102896589943686	0.124757480982385	-0.0229272304873504	-0.02614956326572	0.0362865185731766	0.030525162156093
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	0.215358645468971	0.265060957996146	0.190078456252487	0.272474516469491	0.277390050954606	0.303365370045987	0.307742576063912
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_DN	0.201478769838625	0.195048252406184	0.128647021541067	0.140169229138949	0.14907724646693	0.17062303517425	0.167496475738473
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP	0.107720238557309	0.142832005290355	0.120201155651514	0.142224170334922	0.141778951107749	0.159428678834519	0.166868856665775
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN	0.250753008934091	0.296355482749495	0.240310006757555	0.120449441325188	0.111522583705761	0.264092649140872	0.265638035600773
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP	0.168117131643348	0.191469545306422	0.216909162689595	0.0854636704740658	0.0876106580020317	0.0760639734307368	0.0712232054565243
HOFFMAN_CLOCK_TARGETS_UP	0.202345187746007	0.211245053075782	-0.00765948588931323	0.181642983975254	0.174587573215513	0.144457328519313	0.14712043703193
