set_name	gsva_score	sd	up_down
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	0.292761279973703	0.00492273041548155	red
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	0.118873979739054	0.00115821223610599	red
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	0.00720632224773389	0.0003041130704109	red
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	0.207575805286932	0.0033479989405911	red
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	0.272985943695274	2.62908713010716e-05	red
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	0.265175620690879	0.00379822039636488	red
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	0.251524824769202	0.00163882434318278	red
FLORIO_HUMAN_NEOCORTEX	-0.238782745244143	0.0132843356504164	blue
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	0.24446874736623	0.00113764865248182	red
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	-0.193186076793712	0.000184256903954134	blue
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	0.111139036004588	1.59010278823955e-05	red
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	0.3533195431948	0.00510811875716559	red
FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN	0.0434409155878486	0.00445169812841187	red
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	0.103191663068563	0.00547117697015009	red
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	-0.0363941347979756	0.00827048312035036	blue
FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	0.123490434699047	0.000974871117070804	red
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	-0.00334886876622092	0.00877585007151054	blue
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP	0.10355372307918	0.00621563225349591	red
FOROUTAN_INTEGRATED_TGFB_EMT_DN	-0.0966721848667854	0.00861060603012207	blue
FOROUTAN_INTEGRATED_TGFB_EMT_UP	0.0640975682375001	0.00729305018832121	red
FOROUTAN_PRODRANK_TGFB_EMT_DN	-0.063622684468551	0.00732567185938986	blue
FOROUTAN_PRODRANK_TGFB_EMT_UP	0.0930526411443715	0.0077822780858369	red
FOROUTAN_TGFB_EMT_DN	-0.0772309999962053	0.00967061627787979	blue
FOROUTAN_TGFB_EMT_UP	0.0855615924149442	0.00777833292108568	red
FORTSCHEGGER_PHF8_TARGETS_UP	0.0854354955257413	0.000219818512675487	red
FOSTER_KDM1A_TARGETS_DN	0.154828393086714	0.000581359130646034	red
FOSTER_KDM1A_TARGETS_UP	-0.0703931596955858	0.000596299418695544	blue
FOSTER_TOLERANT_MACROPHAGE_DN	0.0705441890721103	0.00150011008414605	red
FOSTER_TOLERANT_MACROPHAGE_UP	0.00426541587024655	0.00473128761494777	red
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	0.373218632158605	0.00162749904046269	red
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	0.0258875700726308	0.000840722773028728	red
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	0.307735583944992	0.000199054642060469	red
FOURNIER_ACINAR_DEVELOPMENT_LATE_DN	0.342213887121556	0.00170282480323912	red
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	0.253438485129315	0.0173289058775301	red
FRASOR_RESPONSE_TO_ESTRADIOL_DN	0.0912404406658924	0.00396115844133275	red
FRASOR_RESPONSE_TO_ESTRADIOL_UP	-0.0801401099344794	0.0123002727339413	blue
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	0.343244378136796	0.00209868155431854	red
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	-0.0669671574048246	0.0023362555328724	blue
FRASOR_TAMOXIFEN_RESPONSE_DN	0.0797100036514761	0.00423123652394976	red
FRASOR_TAMOXIFEN_RESPONSE_UP	0.0695183967441434	0.00541647569364089	red
FREDERICK_PRKCI_TARGETS	-0.143797109626189	0.0141250202826904	blue
FRIDMAN_IMMORTALIZATION_DN	0.129872180830318	0.000471886789691133	red
FRIDMAN_SENESCENCE_DN	0.189839038561278	0.000614592638263179	red
FRIDMAN_SENESCENCE_UP	0.204931903660847	0.00430282628146486	red
FUJII_YBX1_TARGETS_DN	0.229546133451394	0.00106558503777148	red
FUJII_YBX1_TARGETS_UP	-0.023899974234772	0.014177552026672	blue
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN	0.0669897736858731	0.00787208344505606	red
FUJIWARA_PARK2_IN_LIVER_CANCER_UP	0.272539468631038	0.00720094872478952	red
FUKUSHIMA_TNFSF11_TARGETS	0.0459293055973338	0.00476470101076965	red
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	0.0398574577304502	0.00196924184200003	red
FUNG_IL2_SIGNALING_1	0.296525172474394	0.0225780331794462	red
FUNG_IL2_SIGNALING_2	0.0976435924883486	0.00497022324317005	red
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES	0.196499917764444	0.0342474105891597	red
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES_T1	0.0175959695826937	0.00448622388619872	red
FURUKAWA_DUSP6_TARGETS_PCI35_DN	0.23230604256291	0.00162143355592507	red
FURUKAWA_DUSP6_TARGETS_PCI35_UP	-0.0341297295626777	0.00290083511874557	blue
FU_INTERACT_WITH_ALKBH8	0.450244821892729	0.000286590511540141	red
GABRIELY_MIR21_TARGETS	0.0820523006400615	0.00558734338811231	red
GAJATE_RESPONSE_TO_TRABECTEDIN_DN	0.0865843225185592	0.00529170440155222	red
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	0.114255257287252	0.00176478553238855	red
GALE_APL_WITH_FLT3_MUTATED_DN	0.205347979462819	0.0173234714550712	red
GALE_APL_WITH_FLT3_MUTATED_UP	0.148073109525548	0.00227551615755234	red
GALIE_TUMOR_ANGIOGENESIS	-0.0524850550589095	0.00771412274046427	blue
GALIE_TUMOR_STEMNESS_GENES	0.0336725241229891	0.000157215349202574	red
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	0.191883225350016	0.00318449961305384	red
GALI_TP53_TARGETS_APOPTOTIC_DN	0.12955354821854	0.00606608458419459	red
GALI_TP53_TARGETS_APOPTOTIC_UP	0.224696355078631	0.000370159061845731	red
GALLUZZI_PERMEABILIZE_MITOCHONDRIA	0.238683916794744	1.99711842821425e-05	red
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	0.269756352022236	0.00143430237533774	red
GAL_LEUKEMIC_STEM_CELL_DN	0.0761792693372051	0.00436266193724238	red
GAL_LEUKEMIC_STEM_CELL_UP	0.0520589138216261	0.000608507056984845	red
GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN	0.247498113825321	0.00274079935962529	red
GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	0.0750422389538995	0.00353580719709426	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	0.175349632879387	0.00572297773713609	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	0.143392329305435	0.00387711230392168	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	0.0734460924063629	0.0039025961737588	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	0.168246828629282	0.00178435211844941	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BROWN_UP	0.236272885460044	0.0123937560312281	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_CYAN_UP	0.222428960795829	0.00536621355034017	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	0.158322743358235	0.0044726059343723	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	0.0485728273028754	0.00106329552634391	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN	0.0941748578498416	0.0109039353781455	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	-0.0961171715678471	0.0160939403502007	blue
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTGREEN_DN	0.241062440365092	0.0121259646226981	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	0.201888064077882	0.00592379979177977	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	0.214611865182189	0.00437438063614545	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP	0.189450862826052	0.00054709110435872	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PINK_DN	-0.164539480182397	0.00198791789236911	blue
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PURPLE_DN	0.0662499211208238	0.0071828789445301	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	-0.0276306867285308	0.00353860781859615	blue
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	0.237824006094994	0.00555018710990468	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_SALMON_DN	-0.110860521061297	0.0205090791904053	blue
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TAN_DN	0.144582389885749	0.00662125018685913	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN	0.208520430688466	0.00249616184283125	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP	0.136401079551625	0.0047238480982155	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	0.115539232146317	0.00741211671041218	red
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	0.0839468271604007	0.00179716697452445	red
GARY_CD5_TARGETS_DN	0.256250759833532	0.000581705943617112	red
GARY_CD5_TARGETS_UP	0.173017413993246	0.00120895559321121	red
GAURNIER_PSMD4_TARGETS	-0.134687757160876	0.0239862716397849	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	-0.0442112333693742	0.00690442272131383	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	0.0525184384582964	0.00347909594796406	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	0.197828963343119	0.0038150750930226	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	-0.0504922502588256	0.00212772429740839	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.0412855062582028	0.0162869177663795	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	0.108549820502001	0.000389993282414331	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	0.0457225168405835	0.00396269927595142	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	-0.0353129870396089	0.00404624127368726	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	-0.107585284323733	0.0168234450529589	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	-0.0620276826658669	0.000983499985592728	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	-0.068149918124905	0.00261874990602945	blue
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	0.0322552196207243	0.00394675120233064	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	0.0179682062291031	0.00511707469194333	red
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	-0.0257697831018996	0.00155049975508804	blue
GAUTSCHI_SRC_SIGNALING	0.353046139377883	0.00703420135201646	red
GAVIN_FOXP3_TARGETS_CLUSTER_P2	-0.0446961320569029	0.000653877041386615	blue
GAVIN_FOXP3_TARGETS_CLUSTER_P3	-0.0189250467056754	0.00208196108974921	blue
GAVIN_FOXP3_TARGETS_CLUSTER_P4	-0.024821555795598	0.00396763706369066	blue
GAVIN_FOXP3_TARGETS_CLUSTER_P6	0.159569015930962	0.00101951770946136	red
GAVIN_FOXP3_TARGETS_CLUSTER_P7	0.0178616320757463	0.00898489315106688	red
GAVIN_FOXP3_TARGETS_CLUSTER_T4	0.117811645360557	0.00620807312774088	red
GAVIN_FOXP3_TARGETS_CLUSTER_T7	0.280810433664172	0.00747374509079988	red
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	-0.0251702125299039	0.011969969512942	blue
GAVIN_PDE3B_TARGETS	0.0733597951161506	0.00731722340329146	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN	0.121371971353785	0.00112960243263065	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	0.11970721247274	0.000207209614760387	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	0.283789804382636	0.0039794215623917	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	0.136425582565852	0.00149740386395474	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	0.179661867285117	0.00348720530447249	red
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	0.0189546583220344	0.000613087921931984	red
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	0.14008633720009	0.00849275189549192	red
GEISS_RESPONSE_TO_DSRNA_DN	0.0593719860537392	0.000985758366368131	red
GEISS_RESPONSE_TO_DSRNA_UP	0.100503274895148	0.00429303565671264	red
GENTILE_RESPONSE_CLUSTER_D3	0.22511614128191	0.00170892892996971	red
GENTILE_UV_HIGH_DOSE_DN	0.167394495403476	0.00319367089756504	red
GENTILE_UV_HIGH_DOSE_UP	0.142437272483234	0.00896303307478875	red
GENTILE_UV_LOW_DOSE_DN	-0.0479827519432804	0.00337021219747278	blue
GENTILE_UV_LOW_DOSE_UP	0.198358322556223	0.00430420154586288	red
GENTILE_UV_RESPONSE_CLUSTER_D1	0.101519476652912	0.01301810809143	red
GENTILE_UV_RESPONSE_CLUSTER_D2	0.111546331665219	0.00623546349201856	red
GENTILE_UV_RESPONSE_CLUSTER_D4	0.191406816073512	0.000556327029965137	red
GENTILE_UV_RESPONSE_CLUSTER_D5	0.210897595541232	0.00240111427150403	red
GENTILE_UV_RESPONSE_CLUSTER_D6	0.122035119337844	0.00284091226043168	red
GENTILE_UV_RESPONSE_CLUSTER_D7	0.119422847562164	0.00393449185845607	red
GENTILE_UV_RESPONSE_CLUSTER_D8	0.217422705504586	0.00339998393677836	red
GENTILE_UV_RESPONSE_CLUSTER_D9	0.209599904332608	0.00110005241130922	red
GENTLES_LEUKEMIC_STEM_CELL_DN	0.152308268071148	0.0150658974636702	red
GENTLES_LEUKEMIC_STEM_CELL_UP	-0.133368090229959	0.00518068984356026	blue
GEORGES_CELL_CYCLE_MIR192_TARGETS	0.206384580298195	0.00664065862253885	red
GERHOLD_ADIPOGENESIS_DN	0.181002726287956	0.0105333310836461	red
GERHOLD_ADIPOGENESIS_UP	0.210478625825675	0.0002817365253383	red
GERHOLD_RESPONSE_TO_TZD_DN	0.218020526316501	0.00763159390398959	red
GERHOLD_RESPONSE_TO_TZD_UP	0.219827149653124	0.0289789969130885	red
GERY_CEBP_TARGETS	0.138547490539089	0.00291565533492388	red
GESERICK_TERT_TARGETS_DN	0.127288892150296	0.0175713847069219	red
GHANDHI_BYSTANDER_IRRADIATION_DN	-0.264001150141993	0.000481399246269672	blue
GHANDHI_BYSTANDER_IRRADIATION_UP	-0.0376259003844475	0.00936747241214574	blue
GHANDHI_DIRECT_IRRADIATION_DN	-0.0685571287575621	0.00411797093697711	blue
GHANDHI_DIRECT_IRRADIATION_UP	0.0222984376360959	0.0074361115691417	red
GHO_ATF5_TARGETS_DN	0.312359820025814	0.00914409934526404	red
GHO_ATF5_TARGETS_UP	0.0894569618696035	0.00207675550615316	red
GILDEA_METASTASIS	0.0142744847440439	0.00146601981928156	red
GILMORE_CORE_NFKB_PATHWAY	0.194223561244025	0.00204098302692117	red
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	0.129945565178674	0.00724119341476453	red
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	0.162843224059281	0.00159434619445029	red
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	0.142751421092909	0.00626064251945226	red
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	0.128617971526855	0.00076867789558826	red
GLASS_IGF2BP1_CLIP_TARGETS_KNOCKDOWN_DN	0.267497617983183	0.0023461223688785	red
GLINSKY_CANCER_DEATH_UP	0.379568612323269	0.00838036314207781	red
GNATENKO_PLATELET_SIGNATURE	0.246649738415797	0.00647889273688924	red
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	-0.00651438095914237	0.00196992529672689	blue
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	0.212409333182603	0.0208035255015577	red
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_TRANS	0.0919858934704586	0.00196309406889868	red
GOLDRATH_ANTIGEN_RESPONSE	0.224875583795902	0.00397366650476647	red
GOLDRATH_HOMEOSTATIC_PROLIFERATION	0.271053869103191	0.00250743576253818	red
GOLDRATH_IMMUNE_MEMORY	0.0679736538571843	0.00187323727897276	red
GOLUB_ALL_VS_AML_DN	0.236947035781759	0.0105167642193987	red
GOLUB_ALL_VS_AML_UP	0.247761231177324	0.00100880848307419	red
GOTTWEIN_TARGETS_OF_KSHV_MIR_K12_11	0.061207510646375	0.00128613888340027	red
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	0.182042394603445	0.00110308628149379	red
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.139828264219583	0.00434745628174568	red
GOUYER_TATI_TARGETS_DN	0.143376173886284	0.00115799695537207	red
GOUYER_TATI_TARGETS_UP	-0.0126625718164444	0.0141494863545663	blue
GOUYER_TUMOR_INVASIVENESS	0.116405597446103	0.0119871775751301	red
GOZGIT_ESR1_TARGETS_UP	-0.0249311383491991	0.00411318150090062	blue
GRABARCZYK_BCL11B_TARGETS_DN	0.0504907665698522	0.00620907671606991	red
GRABARCZYK_BCL11B_TARGETS_UP	0.100445870628211	0.00126659000271328	red
GRADE_COLON_AND_RECTAL_CANCER_DN	0.0689867325445283	0.000128062840369723	red
GRADE_COLON_AND_RECTAL_CANCER_UP	0.272495039374141	0.00187755922022987	red
GRADE_COLON_VS_RECTAL_CANCER_DN	0.165788336652319	0.00348105179037712	red
GRADE_COLON_VS_RECTAL_CANCER_UP	0.200161241359466	0.0001522831387308	red
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	0.0953749577768827	0.00482794153687092	red
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	0.111078546472984	0.00282238422915307	red
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	0.0882813094565875	0.00416788345858817	red
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	0.0320942180016033	0.00151353737760501	red
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	-0.149168674759277	0.00404810827258287	blue
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	-0.0871673857482599	0.0279503407073273	blue
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	-0.0315841935152808	0.000867310738865956	blue
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	0.281624479867895	0.00191357420720795	red
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	0.197517138031471	0.00327561786497175	red
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	0.0805964459924498	0.0116195885566543	red
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	-0.194042814716428	0.0140705730270306	blue
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.099073812568638	0.00432753635280496	red
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	-0.0765521406338375	0.00599441003031091	blue
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	0.200679869274492	0.0032946939533103	red
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	0.330548134269211	0.00149227618858387	red
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.0133823367639383	0.00647243102776694	red
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3	0.0888473612012927	0.00114870180532346	red
GRANDVAUX_IRF3_TARGETS_DN	0.0125004198185568	0.00920379772407482	red
GRANDVAUX_IRF3_TARGETS_UP	0.10643047797606	0.0186126852151063	red
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	0.0748506476314184	0.000570379935367124	red
GRATIAS_RETINOBLASTOMA_16Q24	0.271795698221019	0.000354587669784149	red
GREENBAUM_E2A_TARGETS_DN	0.0666948191571705	0.00751878824516233	red
GREENBAUM_E2A_TARGETS_UP	0.279772969030133	0.00407454118672991	red
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	0.080127428746418	0.0118274200699488	red
GRESHOCK_CANCER_COPY_NUMBER_UP	0.108767681713229	0.00101704717727109	red
GROSS_ELK3_TARGETS_DN	0.0916513400872648	0.000876486169559802	red
GROSS_ELK3_TARGETS_UP	0.177762371095196	0.000425035502914904	red
GROSS_HIF1A_TARGETS_DN	0.276439944029275	0.000104614762625488	red
GROSS_HIF1A_TARGETS_UP	-0.0701631805286161	0.0107303711090501	blue
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	0.202202732464467	0.000714677590447074	red
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	0.155103951440491	0.00213712496226461	red
GROSS_HYPOXIA_VIA_ELK3_DN	0.144582978628489	0.000349687645154423	red
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	0.169079196637003	0.00154069776712145	red
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	0.120364822578008	0.00480960082978488	red
GROSS_HYPOXIA_VIA_ELK3_UP	0.220871610561381	0.00183822042868263	red
GROSS_HYPOXIA_VIA_HIF1A_DN	0.187093767573119	0.00381975317817133	red
GROSS_HYPOXIA_VIA_HIF1A_ONLY	0.131264649971464	0.00404373581329266	red
GROSS_HYPOXIA_VIA_HIF1A_UP	0.303968115630742	0.00177536068830434	red
GRUETZMANN_PANCREATIC_CANCER_DN	0.135166654175193	0.00268030125868204	red
GRUETZMANN_PANCREATIC_CANCER_UP	0.181078954232022	0.00806299816319538	red
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	0.0900763234583362	0.000169755896295182	red
GRYDER_PAX3FOXO1_TOP_ENHANCERS	0.121721199365236	0.000185850992167865	red
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	0.166459997557864	0.00232407555225487	red
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP	0.136277212981602	0.000209535689512845	red
GUILLAUMOND_KLF10_TARGETS_DN	0.19048618390961	0.000143055794728471	red
GUILLAUMOND_KLF10_TARGETS_UP	0.108910745143982	0.00333728262006564	red
GUO_HEX_TARGETS_DN	0.170705477517331	0.00713762157769084	red
GUO_HEX_TARGETS_UP	0.144146723079049	0.00558756512673596	red
GUO_TARGETS_OF_IRS1_AND_IRS2	0.136070086320615	0.00586329555231908	red
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	-0.00107723699586115	0.00253371046228478	blue
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	-0.0534910609510331	0.0047355158563171	blue
GUTIERREZ_MULTIPLE_MYELOMA_UP	0.384167241156821	5.1434325820258e-05	red
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN	-0.108233026232589	0.0124039077471401	blue
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_UP	-0.242710442403347	0.0117390627138335	blue
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	-0.231086524993561	0.00619528927235167	blue
GU_PDEF_TARGETS_DN	0.0693862008166981	0.0011385582704272	red
GU_PDEF_TARGETS_UP	0.0742490372168607	0.00231993521354531	red
GYORFFY_DOXORUBICIN_RESISTANCE	-0.0602340128869375	0.0134111376822939	blue
GYORFFY_MITOXANTRONE_RESISTANCE	-0.0739769204271335	0.00487980087625567	blue
HADDAD_B_LYMPHOCYTE_PROGENITOR	0.0466582071447033	0.0015463736239256	red
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	0.0316915149341052	0.00197501819815621	red
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	0.0366680734109401	0.00609439228297008	red
HAEGERSTRAND_RESPONSE_TO_IMATINIB	-0.0103179616909339	0.00121964372075024	blue
HAHTOLA_CTCL_CUTANEOUS	0.282216373283353	0.00612271025354198	red
HAHTOLA_CTCL_PATHOGENESIS	-0.00703881802673789	0.0173735992697621	blue
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	0.253450191667941	0.000962899773303642	red
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	0.137248707703017	0.00242511063353857	red
HAHTOLA_MYCOSIS_FUNGOIDES_DN	0.261237152981784	0.00190016779489942	red
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	0.262393262995364	0.00219353058520844	red
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	0.206907836156574	0.000311969302580024	red
HAHTOLA_MYCOSIS_FUNGOIDES_UP	0.12086002853309	0.0185199114974894	red
HAHTOLA_SEZARY_SYNDROM_DN	-0.145072308310815	0.000566527203753448	blue
HAHTOLA_SEZARY_SYNDROM_UP	0.198774105866846	0.00164963395530879	red
HALMOS_CEBPA_TARGETS_DN	0.100636401044345	0.00890444062976235	red
HALMOS_CEBPA_TARGETS_UP	0.0288545700633071	0.00745780272533443	red
HAMAI_APOPTOSIS_VIA_TRAIL_DN	0.138455602175821	0.00499791779019134	red
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	0.0898149060997107	0.002555576328801	red
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	0.088778440203014	0.00713545023979732	red
HANSON_HRAS_SIGNALING_VIA_NFKB	-0.0465921128435528	0.00291019538438717	blue
HAN_JNK_SINGALING_DN	-0.0353212584160611	0.0162894877856169	blue
HAN_JNK_SINGALING_UP	0.0883655969990445	0.00246913327849947	red
HAN_SATB1_TARGETS_DN	0.060080195024477	0.000285628386589445	red
HAN_SATB1_TARGETS_UP	0.114901977281007	0.0025780988050007	red
HARRIS_BRAIN_CANCER_PROGENITORS	0.0102009678770463	0.00739164035909605	red
HARRIS_HYPOXIA	0.175003448386509	0.0011783781849046	red
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	-0.143617612261509	0.0169465591809648	blue
HASINA_NOL7_TARGETS_DN	0.0188160068604878	0.00122300823152118	red
HASINA_NOL7_TARGETS_UP	0.233844979062278	0.0120558914619086	red
HASLINGER_B_CLL_WITH_11Q23_DELETION	0.0444362870273821	0.00340937183302849	red
